cell_id,nuc_y,nuc_x,golgi_y,golgi_x,polarity_dx,polarity_dy,polarity_angle_deg,polarity_alignment_deg,polarity_length,dataset,shear_stress,supplementation,replicate,section
1,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
2,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
3,27.74829931972789,149.52478134110788,26.598173515981735,151.75342465753425,2.2286433164263713,-1.1501258037461568,332.70330479051324,27.296695209486757,2.5079155480786586,S-BIAD1540,static,BSA 0.1,rep 1,nan
4,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
5,46.53884297520661,298.302479338843,60.27903225806452,294.9129032258065,-3.389576113036526,13.740189282857905,103.85764638328921,76.14235361671079,14.152103297914095,S-BIAD1540,static,BSA 0.1,rep 1,nan
6,15.254945054945056,341.5318681318681,15.489082969432314,342.12227074235807,0.5904026104899458,0.23413791448725796,21.631955297304142,21.631955297304142,0.6351344782593566,S-BIAD1540,static,BSA 0.1,rep 1,nan
7,28.420161883738043,386.9293598233996,22.93633952254642,386.2519893899204,-0.6773704334791546,-5.483822361191624,262.9584024904397,82.95840249043971,5.525498927088577,S-BIAD1540,static,BSA 0.1,rep 1,nan
8,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
9,38.8564705882353,477.68470588235294,40.266666666666666,477.83076923076925,0.14606334841630542,1.410196078431369,84.08658306181135,84.08658306181135,1.417740272889853,S-BIAD1540,static,BSA 0.1,rep 1,nan
10,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
11,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
12,20.861660079051383,637.794466403162,22.15126050420168,637.5994397759104,-0.1950266272516501,1.2896004251502973,98.5996916006453,81.4003083993547,1.3042640230739255,S-BIAD1540,static,BSA 0.1,rep 1,nan
13,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
14,26.55191256830601,715.0874316939891,25.855345911949687,715.2327044025158,0.14527270852670426,-0.6965666563563246,281.78048031581056,78.21951968418944,0.7115541206332199,S-BIAD1540,static,BSA 0.1,rep 1,nan
15,45.21584699453552,740.4398907103825,45.589473684210525,740.3263157894737,-0.1135749209088317,0.3736266896750067,106.90820595491958,73.09179404508042,0.3905075746985596,S-BIAD1540,static,BSA 0.1,rep 1,nan
16,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
17,18.42105263157895,857.021052631579,17.43621399176955,856.6975308641976,-0.3235217673814077,-0.9848386398094,251.81452873580184,71.81452873580184,1.0366163612596604,S-BIAD1540,static,BSA 0.1,rep 1,nan
18,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
19,92.2442748091603,949.7022900763359,91.65874730021598,950.2116630669547,0.5093729906187718,-0.5855275089443239,311.02126710964444,48.97873289035556,0.7760820235661027,S-BIAD1540,static,BSA 0.1,rep 1,nan
20,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
21,,,,,,,,,,S-BIAD1540,static,BSA 0.1,rep 1,nan
22,75.12786885245902,817.6131147540983,75.58278145695364,818.3377483443709,0.7246335902725605,0.45491260449462345,32.11990094092683,32.11990094092683,0.855592962733672,S-BIAD1540,static,BSA 0.1,rep 1,nan
23,128.5798449612403,195.71782945736433,125.1463963963964,195.97297297297297,0.255143515608637,-3.4334485648439,274.24990395879234,85.75009604120766,3.442915517549882,S-BIAD1540,static,BSA 0.1,rep 1,nan
24,101.54046997389034,236.95039164490862,103.0939226519337,237.7403314917127,0.7899398468040886,1.5534526780433566,63.046395219576176,63.046395219576176,1.742762228328622,S-BIAD1540,static,BSA 0.1,rep 1,nan
